Index,Acceleration_X,Acceleration_Y,Acceleration_Z,BPM,Activity
6055,-0.586,0.454,0.673,59,2
6056,-0.582,0.459,0.666,59,2
6057,-0.574,0.467,0.648,59,2
6058,-0.6,0.46,0.628,59,2
6059,-0.63,0.44,0.624,59,2
6060,-0.633,0.417,0.651,59,2
6061,-0.632,0.415,0.662,59,2
6062,-0.635,0.418,0.649,59,2
6063,-0.645,0.394,0.671,59,2
6064,-0.649,0.374,0.705,59,2
6065,-0.608,0.421,0.679,60,2
6066,-0.544,0.47,0.657,60,2
6067,-0.537,0.47,0.668,60,2
6068,-0.585,0.466,0.653,60,2
6069,-0.584,0.471,0.65,60,2
6070,-0.552,0.474,0.67,60,2
6071,-0.543,0.471,0.686,60,2
6072,-0.535,0.475,0.689,60,2
6073,-0.544,0.476,0.678,60,2
6074,-0.559,0.475,0.667,60,2
6075,-0.555,0.48,0.657,60,2
6076,-0.569,0.471,0.656,60,2
6077,-0.582,0.456,0.672,60,2
6078,-0.576,0.454,0.675,60,2
6079,-0.586,0.446,0.67,60,2
6080,-0.612,0.425,0.677,60,2
6081,-0.62,0.415,0.691,60,2
6082,-0.586,0.435,0.69,60,2
6083,-0.541,0.463,0.676,60,2
6084,-0.541,0.473,0.665,60,2
6085,-0.565,0.471,0.664,60,2
6086,-0.564,0.463,0.681,60,2
6087,-0.556,0.459,0.691,60,2
6088,-0.547,0.459,0.696,60,2
6089,-0.538,0.464,0.698,60,2
6090,-0.553,0.463,0.689,60,2
6091,-0.556,0.458,0.687,60,2
6092,-0.546,0.46,0.684,60,2
6093,-0.573,0.453,0.675,60,2
6094,-0.587,0.448,0.674,60,2
6095,-0.57,0.446,0.683,60,2
6096,-0.574,0.425,0.693,60,2
6097,-0.587,0.419,0.691,60,2
6098,-0.596,0.419,0.691,60,2
6099,-0.601,0.419,0.692,60,2
6100,-0.586,0.43,0.69,60,2
6101,-0.573,0.438,0.687,60,2
6102,-0.567,0.447,0.681,60,2
6103,-0.564,0.454,0.678,60,2
6104,-0.562,0.454,0.686,60,2
6105,-0.549,0.456,0.692,61,2
6106,-0.539,0.456,0.697,61,2
6107,-0.53,0.46,0.693,61,2
6108,-0.535,0.465,0.686,61,2
6109,-0.569,0.452,0.687,61,2
6110,-0.585,0.454,0.67,61,2
6111,-0.58,0.459,0.651,61,2
6112,-0.592,0.441,0.654,61,2
6113,-0.609,0.416,0.675,61,2
6114,-0.614,0.4,0.691,61,2
6115,-0.61,0.4,0.685,61,2
6116,-0.615,0.399,0.675,61,2
6117,-0.616,0.406,0.673,61,2
6118,-0.595,0.425,0.68,61,2
6119,-0.582,0.439,0.675,61,2
6120,-0.572,0.451,0.67,61,2
6121,-0.57,0.454,0.675,61,2
6122,-0.572,0.45,0.682,61,2
6123,-0.561,0.451,0.687,61,2
6124,-0.545,0.453,0.689,61,2
6125,-0.542,0.456,0.687,62,2
6126,-0.56,0.458,0.682,62,2
6127,-0.575,0.449,0.68,62,2
6128,-0.571,0.448,0.681,62,2
6129,-0.576,0.451,0.673,62,2
6130,-0.604,0.439,0.659,62,2
6131,-0.605,0.429,0.664,62,2
6132,-0.59,0.429,0.673,62,2
6133,-0.601,0.42,0.673,62,2
6134,-0.627,0.406,0.677,62,2
6135,-0.613,0.409,0.685,62,2
6136,-0.596,0.42,0.688,62,2
6137,-0.601,0.428,0.682,62,2
6138,-0.588,0.439,0.677,62,2
6139,-0.565,0.453,0.675,62,2
6140,-0.557,0.46,0.677,62,2
6141,-0.555,0.466,0.679,62,2
6142,-0.55,0.474,0.667,62,2
6143,-0.565,0.468,0.665,62,2
6144,-0.574,0.457,0.689,62,2
6145,-0.554,0.457,0.712,63,2
6146,-0.529,0.476,0.7,63,2
6147,-0.539,0.494,0.653,63,2
6148,-0.605,0.49,0.587,63,2
6149,-0.641,0.505,0.534,63,2
6150,-0.577,0.516,0.551,63,2
6151,-0.573,0.538,0.622,63,2
6152,-0.606,0.534,0.65,63,2
6153,-0.492,0.41,0.604,63,2
6154,-0.355,0.241,0.586,63,2
6155,-0.298,0.085,0.759,63,2
6156,-0.226,0.007,1.128,63,2
6157,-0.275,0.072,1.301,63,2
6158,-0.365,0.248,1.141,63,2
6159,-0.311,0.361,0.909,63,2
6160,-0.3,0.356,0.822,63,2
6161,-0.37,0.325,0.905,63,2
6162,-0.357,0.326,0.951,63,2
6163,-0.304,0.359,0.938,63,2
6164,-0.322,0.379,0.943,63,2
6165,-0.302,0.39,0.894,63,2
6166,-0.252,0.392,0.831,63,2
6167,-0.311,0.392,0.834,63,2
6168,-0.355,0.355,0.877,63,2
6169,-0.22,0.299,0.958,63,2
6170,0.01,0.311,0.997,63,2
6171,0.042,0.369,0.958,63,2
6172,-0.114,0.39,0.913,63,2
6173,-0.144,0.352,0.847,63,2
6174,-0.142,0.346,0.845,63,2
6175,-0.22,0.399,0.839,63,2
6176,-0.223,0.451,0.811,63,2
6177,-0.186,0.454,0.864,63,2
6178,-0.208,0.409,0.889,63,2
6179,-0.216,0.4,0.881,63,2
6180,-0.208,0.429,0.878,63,2
6181,-0.206,0.45,0.889,63,2
6182,-0.214,0.464,0.914,63,2
6183,-0.233,0.486,0.922,63,2
6184,-0.254,0.544,0.897,63,2
6185,-0.263,0.57,0.879,63,2
6186,-0.358,0.511,0.832,63,2
6187,-0.502,0.453,0.789,63,2
6188,-0.453,0.361,0.8,63,2
6189,-0.303,0.174,0.798,63,2
6190,-0.292,0.012,0.777,63,2
6191,-0.341,-0.068,0.753,63,2
6192,-0.342,-0.074,0.763,63,2
6193,-0.389,0.018,0.839,63,2
6194,-0.46,0.163,0.896,63,2
6195,-0.458,0.272,0.853,64,2
6196,-0.413,0.33,0.771,64,2
6197,-0.403,0.393,0.735,64,2
6198,-0.36,0.441,0.822,64,2
6199,-0.294,0.452,0.989,64,2
6200,-0.309,0.443,1.051,64,2
6201,-0.336,0.407,0.991,64,2
6202,-0.337,0.359,0.909,64,2
6203,-0.361,0.329,0.908,64,2
6204,-0.397,0.335,0.934,64,2
6205,-0.416,0.358,0.87,65,2
6206,-0.409,0.358,0.799,65,2
6207,-0.38,0.337,0.779,65,2
6208,-0.392,0.31,0.798,65,2
6209,-0.418,0.283,0.84,65,2
6210,-0.404,0.277,0.85,65,2
6211,-0.366,0.315,0.827,65,2
6212,-0.351,0.375,0.849,65,2
6213,-0.364,0.411,0.901,65,2
6214,-0.362,0.406,0.901,65,2
6215,-0.334,0.375,0.868,66,2
6216,-0.306,0.364,0.863,66,2
6217,-0.297,0.375,0.882,66,2
6218,-0.294,0.378,0.884,66,2
6219,-0.295,0.375,0.863,66,2
6220,-0.304,0.38,0.857,66,2
6221,-0.341,0.394,0.897,66,2
6222,-0.368,0.399,0.954,66,2
6223,-0.333,0.384,1.003,66,2
6224,-0.283,0.341,1.029,66,2
6225,-0.287,0.282,0.985,66,2
6226,-0.308,0.244,0.87,66,2
6227,-0.332,0.236,0.737,66,2
6228,-0.273,0.269,0.689,66,2
6229,-0.229,0.346,0.703,66,2
6230,-0.314,0.425,0.77,66,2
6231,-0.314,0.449,0.918,66,2
6232,-0.216,0.436,0.987,66,2
6233,-0.136,0.448,0.934,66,2
6234,-0.111,0.471,0.898,66,2
6235,-0.118,0.458,0.911,66,2
6236,-0.153,0.441,0.895,66,2
6237,-0.184,0.436,0.824,66,2
6238,-0.169,0.421,0.831,66,2
6239,-0.129,0.377,0.885,66,2
6240,-0.109,0.361,0.893,66,2
6241,-0.091,0.389,0.906,66,2
6242,-0.116,0.41,0.895,66,2
6243,-0.173,0.43,0.87,66,2
6244,-0.177,0.435,0.86,66,2
6245,-0.169,0.433,0.881,66,2
6246,-0.182,0.451,0.883,66,2
6247,-0.188,0.444,0.854,66,2
6248,-0.181,0.433,0.886,66,2
6249,-0.168,0.437,0.926,66,2
6250,-0.17,0.422,0.92,66,2
6251,-0.166,0.424,0.916,66,2
6252,-0.179,0.442,0.895,66,2
6253,-0.188,0.468,0.863,66,2
6254,-0.171,0.488,0.847,66,2
6255,-0.194,0.491,0.816,65,2
6256,-0.217,0.481,0.784,65,2
6257,-0.216,0.444,0.787,65,2
6258,-0.239,0.404,0.842,65,2
6259,-0.236,0.372,0.91,65,2
6260,-0.214,0.37,0.939,65,2
6261,-0.19,0.426,0.898,65,2
6262,-0.17,0.471,0.832,65,2
6263,-0.198,0.472,0.845,65,2
6264,-0.223,0.446,0.881,65,2
6265,-0.201,0.434,0.888,65,2
6266,-0.175,0.426,0.916,65,2
6267,-0.189,0.401,0.931,65,2
6268,-0.17,0.416,0.908,65,2
6269,-0.154,0.432,0.878,65,2
6270,-0.177,0.437,0.863,65,2
6271,-0.178,0.446,0.866,65,2
6272,-0.176,0.43,0.875,65,2
6273,-0.181,0.41,0.898,65,2
6274,-0.193,0.4,0.914,65,2
6275,-0.201,0.393,0.9,66,2
6276,-0.209,0.386,0.885,66,2
6277,-0.212,0.391,0.9,66,2
6278,-0.205,0.401,0.908,66,2
6279,-0.2,0.403,0.878,66,2
6280,-0.202,0.411,0.878,66,2
6281,-0.212,0.41,0.89,66,2
6282,-0.214,0.401,0.885,66,2
6283,-0.199,0.399,0.89,66,2
6284,-0.195,0.396,0.891,66,2
6285,-0.185,0.41,0.891,67,2
6286,-0.177,0.428,0.893,67,2
6287,-0.189,0.428,0.896,67,2
6288,-0.145,0.448,0.93,67,2
6289,-0.092,0.482,0.967,67,2
6290,-0.125,0.479,0.936,67,2
6291,-0.158,0.445,0.904,67,2
6292,-0.235,0.384,0.901,67,2
6293,-0.35,0.29,0.879,67,2
6294,-0.39,0.188,0.896,67,2
6295,-0.379,0.105,0.933,68,2
6296,-0.397,0.069,0.903,68,2
6297,-0.4,0.072,0.873,68,2
6298,-0.36,0.121,0.862,68,2
6299,-0.37,0.216,0.833,68,2
6300,-0.417,0.327,0.828,68,2
6301,-0.411,0.397,0.869,68,2
6302,-0.329,0.379,0.934,68,2
6303,-0.267,0.339,0.987,68,2
6304,-0.25,0.327,0.996,68,2
6305,-0.25,0.317,0.937,68,2
6306,-0.235,0.318,0.839,68,2
6307,-0.2,0.353,0.763,68,2
6308,-0.208,0.359,0.708,68,2
6309,-0.395,0.422,0.805,68,2
6310,-0.478,0.466,0.859,68,2
6311,-0.406,0.443,0.779,68,2
6312,-0.471,0.353,0.769,68,2
6313,-0.511,0.209,0.783,68,2
6314,-0.534,0.156,0.773,68,2
6315,-0.559,0.137,0.783,69,2
6316,-0.554,0.09,0.831,69,2
6317,-0.572,0.043,0.841,69,2
6318,-0.553,0.034,0.861,69,2
6319,-0.54,0.016,0.858,69,2
6320,-0.553,0.011,0.821,69,2
6321,-0.567,0.009,0.793,69,2
6322,-0.577,0.001,0.787,69,2
6323,-0.583,-0.014,0.783,69,2
6324,-0.588,-0.043,0.785,69,2
6325,-0.569,-0.064,0.822,69,2
6326,-0.544,-0.092,0.861,69,2
6327,-0.558,-0.122,0.863,69,2
6328,-0.563,-0.126,0.83,69,2
6329,-0.548,-0.119,0.783,69,2
6330,-0.547,-0.132,0.767,69,2
6331,-0.526,-0.139,0.8,69,2
6332,-0.503,-0.131,0.845,69,2
6333,-0.476,-0.122,0.866,69,2
6334,-0.476,-0.128,0.856,69,2
6335,-0.475,-0.136,0.861,70,2
6336,-0.441,-0.133,0.88,70,2
6337,-0.421,-0.13,0.889,70,2
6338,-0.402,-0.134,0.909,70,2
6339,-0.389,-0.136,0.925,70,2
6340,-0.386,-0.131,0.932,70,2
6341,-0.39,-0.125,0.925,70,2
6342,-0.418,-0.121,0.877,70,2
6343,-0.452,-0.117,0.833,70,2
6344,-0.468,-0.117,0.841,70,2
6345,-0.472,-0.122,0.853,71,2
6346,-0.467,-0.134,0.863,71,2
6347,-0.449,-0.151,0.883,71,2
6348,-0.431,-0.167,0.919,71,2
6349,-0.397,-0.152,0.96,71,2
6350,-0.443,-0.091,0.9,71,2
6351,-0.523,-0.044,0.841,71,2
6352,-0.498,-0.031,0.866,71,2
6353,-0.515,-0.029,0.843,71,2
6354,-0.575,-0.014,0.793,71,2
6355,-0.617,-0.002,0.757,71,2
6356,-0.634,-0.021,0.755,71,2
6357,-0.74,-0.009,0.65,71,2
6358,-0.861,0.012,0.523,71,2
6359,-0.819,0.015,0.594,71,2
6360,-0.71,0.095,0.655,71,2
6361,-0.687,0.153,0.624,71,2
6362,-0.728,0.128,0.63,71,2
6363,-0.699,0.129,0.692,71,2
6364,-0.67,0.142,0.705,71,2
6365,-0.685,0.138,0.676,71,2
6366,-0.69,0.147,0.669,71,2
6367,-0.68,0.172,0.687,71,2
6368,-0.635,0.212,0.727,71,2
6369,-0.602,0.238,0.742,71,2
6370,-0.633,0.227,0.727,71,2
6371,-0.657,0.214,0.722,71,2
6372,-0.647,0.208,0.733,71,2
6373,-0.64,0.206,0.739,71,2
6374,-0.624,0.216,0.745,71,2
6375,-0.61,0.231,0.749,72,2
6376,-0.614,0.241,0.729,72,2
6377,-0.635,0.241,0.693,72,2
6378,-0.667,0.206,0.695,72,2
6379,-0.672,0.181,0.718,72,2
6380,-0.662,0.194,0.719,72,2
6381,-0.662,0.197,0.712,72,2
6382,-0.684,0.172,0.706,72,2
6383,-0.713,0.144,0.703,72,2
6384,-0.697,0.146,0.708,72,2
6385,-0.651,0.172,0.725,72,2
6386,-0.618,0.214,0.735,72,2
6387,-0.622,0.228,0.734,72,2
6388,-0.661,0.197,0.73,72,2
6389,-0.645,0.192,0.739,72,2
6390,-0.618,0.197,0.748,72,2
6391,-0.618,0.201,0.744,72,2
6392,-0.611,0.218,0.737,72,2
6393,-0.627,0.211,0.728,72,2
6394,-0.636,0.21,0.726,72,2
6395,-0.625,0.211,0.731,73,2
6396,-0.646,0.184,0.735,73,2
6397,-0.677,0.167,0.719,73,2
6398,-0.699,0.155,0.704,73,2
6399,-0.709,0.135,0.701,73,2
6400,-0.726,0.109,0.698,73,2
6401,-0.702,0.133,0.7,73,2
6402,-0.634,0.208,0.713,73,2
6403,-0.632,0.215,0.727,73,2
6404,-0.652,0.194,0.73,73,2
6405,-0.648,0.198,0.729,73,2
6406,-0.643,0.193,0.731,73,2
6407,-0.639,0.183,0.731,73,2
6408,-0.637,0.184,0.734,73,2
6409,-0.635,0.198,0.738,73,2
6410,-0.642,0.199,0.735,73,2
6411,-0.644,0.197,0.723,73,2
6412,-0.647,0.196,0.705,73,2
6413,-0.673,0.169,0.704,73,2
6414,-0.702,0.133,0.713,73,2
6415,-0.71,0.121,0.709,74,2
6416,-0.707,0.125,0.703,74,2
6417,-0.719,0.121,0.697,74,2
6418,-0.697,0.143,0.7,74,2
6419,-0.658,0.174,0.716,74,2
6420,-0.661,0.178,0.72,74,2
6421,-0.68,0.171,0.717,74,2
6422,-0.675,0.174,0.727,74,2
6423,-0.648,0.19,0.737,74,2
6424,-0.637,0.186,0.735,74,2
6425,-0.634,0.188,0.725,74,2
6426,-0.628,0.204,0.722,74,2
6427,-0.637,0.201,0.732,74,2
6428,-0.629,0.2,0.743,74,2
6429,-0.627,0.203,0.733,74,2
6430,-0.654,0.186,0.708,74,2
6431,-0.676,0.167,0.705,74,2
6432,-0.683,0.154,0.714,74,2
6433,-0.679,0.146,0.719,74,2
6434,-0.686,0.136,0.719,74,2
6435,-0.719,0.114,0.708,75,2
6436,-0.674,0.16,0.717,75,2
6437,-0.645,0.196,0.727,75,2
6438,-0.655,0.2,0.721,75,2
6439,-0.662,0.201,0.712,75,2
6440,-0.658,0.202,0.714,75,2
6441,-0.641,0.195,0.724,75,2
6442,-0.631,0.189,0.735,75,2
6443,-0.62,0.196,0.746,75,2
6444,-0.63,0.2,0.74,75,2
6445,-0.647,0.197,0.724,75,2
6446,-0.653,0.196,0.708,75,2
6447,-0.657,0.188,0.705,75,2
6448,-0.671,0.162,0.713,75,2
6449,-0.689,0.131,0.725,75,2
6450,-0.69,0.12,0.734,75,2
6451,-0.704,0.106,0.722,75,2
6452,-0.719,0.103,0.71,75,2
6453,-0.689,0.146,0.708,75,2
6454,-0.651,0.179,0.715,75,2
6455,-0.646,0.186,0.718,76,2
6456,-0.672,0.183,0.706,76,2
6457,-0.681,0.175,0.712,76,2
6458,-0.642,0.188,0.738,76,2
6459,-0.619,0.197,0.746,76,2
6460,-0.624,0.202,0.733,76,2
6461,-0.636,0.214,0.713,76,2
6462,-0.637,0.214,0.712,76,2
6463,-0.637,0.207,0.726,76,2
6464,-0.643,0.201,0.732,76,2
6465,-0.649,0.187,0.73,76,2
6466,-0.661,0.175,0.724,76,2
6467,-0.669,0.173,0.71,76,2
6468,-0.691,0.149,0.701,76,2
6469,-0.714,0.106,0.71,76,2
6470,-0.724,0.093,0.71,76,2
6471,-0.731,0.1,0.707,76,2
6472,-0.662,0.162,0.727,76,2
6473,-0.613,0.223,0.735,76,2
6474,-0.649,0.226,0.713,76,2
6475,-0.664,0.228,0.7,76,2
6476,-0.647,0.229,0.713,76,2
6477,-0.63,0.219,0.729,76,2
6478,-0.622,0.211,0.739,76,2
6479,-0.618,0.21,0.741,76,2
6480,-0.614,0.209,0.742,76,2
6481,-0.61,0.215,0.74,76,2
6482,-0.618,0.226,0.722,76,2
6483,-0.636,0.23,0.692,76,2
6484,-0.669,0.198,0.697,76,2
6485,-0.687,0.145,0.732,77,2
6486,-0.704,0.063,0.739,77,2
6487,-0.737,0.021,0.715,77,2
6488,-0.739,0.036,0.71,77,2
6489,-0.762,0.034,0.703,77,2
6490,-0.673,0.188,0.666,77,2
6491,-0.576,0.294,0.696,77,2
6492,-0.641,0.218,0.731,77,2
6493,-0.653,0.218,0.723,77,2
6494,-0.638,0.233,0.723,77,2
6495,-0.645,0.215,0.739,77,2
6496,-0.619,0.233,0.76,77,2
6497,-0.599,0.252,0.78,77,2
6498,-0.631,0.287,0.74,77,2
6499,-0.689,0.386,0.654,77,2
6500,-0.715,0.461,0.633,77,2
6501,-0.705,0.565,0.541,77,2
6502,-0.636,0.576,0.505,77,2
6503,-0.565,0.455,0.572,77,2
6504,-0.571,0.383,0.617,77,2
6505,-0.534,0.318,0.752,77,2
6506,-0.477,0.166,0.816,77,2
6507,-0.453,-0.06,0.774,77,2
6508,-0.386,-0.141,0.873,77,2
6509,-0.368,-0.107,0.97,77,2
6510,-0.383,-0.142,0.968,77,2
6511,-0.319,-0.171,0.983,77,2
6512,-0.405,-0.014,0.971,77,2
6513,-0.56,0.173,0.991,77,2
6514,-0.557,0.198,0.98,77,2
6515,-0.568,0.195,0.873,78,2
6516,-0.532,0.203,0.822,78,2
6517,-0.46,0.124,0.718,78,2
6518,-0.454,-0.004,0.614,78,2
6519,-0.521,-0.046,0.756,78,2
6520,-0.655,-0.108,0.96,78,2
6521,-0.677,-0.167,1.023,78,2
6522,-0.579,-0.166,1.01,78,2
6523,-0.472,-0.108,0.972,78,2
6524,-0.401,0.016,0.891,78,2
6525,-0.384,0.108,0.762,78,2
6526,-0.385,0.181,0.711,78,2
6527,-0.343,0.308,0.83,78,2
6528,-0.193,0.356,0.915,78,2
6529,-0.146,0.392,0.876,78,2
6530,-0.221,0.568,0.842,78,2
6531,-0.15,0.599,0.916,78,2
6532,-0.143,0.479,0.955,78,2
6533,-0.302,0.416,0.881,78,2
6534,-0.25,0.339,0.899,78,2
6535,-0.072,0.226,0.95,79,2
6536,-0.078,0.191,0.941,79,2
6537,-0.097,0.243,0.985,79,2
6538,-0.076,0.368,0.971,79,2
6539,-0.187,0.465,0.837,79,2
6540,-0.28,0.463,0.796,79,2
6541,-0.231,0.463,0.836,79,2
6542,-0.233,0.482,0.809,79,2
6543,-0.295,0.495,0.738,79,2
6544,-0.294,0.52,0.645,79,2
6545,-0.233,0.484,0.605,79,2
6546,-0.179,0.34,0.804,79,2
6547,-0.106,0.167,1.149,79,2
6548,-0.061,0.118,1.272,79,2
6549,-0.141,0.182,1.23,79,2
6550,-0.229,0.201,1.235,79,2
6551,-0.221,0.142,1.185,79,2
6552,-0.236,0.106,1.033,79,2
6553,-0.324,0.166,0.846,79,2
6554,-0.395,0.298,0.63,79,2
6555,-0.405,0.482,0.419,79,2
6556,-0.367,0.615,0.268,79,2
6557,-0.426,0.629,0.263,79,2
6558,-0.49,0.579,0.417,79,2
6559,-0.31,0.361,0.733,79,2
6560,-0.152,0.11,1.116,79,2
6561,-0.139,0.122,1.284,79,2
6562,-0.133,0.218,1.231,79,2
6563,-0.186,0.234,1.173,79,2
6564,-0.211,0.227,1.171,79,2
6565,-0.143,0.209,1.052,80,2
6566,-0.201,0.245,0.834,80,2
6567,-0.358,0.359,0.698,80,2
6568,-0.398,0.443,0.614,80,2
6569,-0.402,0.468,0.576,80,2
6570,-0.419,0.464,0.621,80,2
6571,-0.378,0.439,0.706,80,2
6572,-0.304,0.419,0.819,80,2
6573,-0.246,0.387,0.929,80,2
6574,-0.244,0.346,0.985,80,2
6575,-0.256,0.316,1.017,80,2
6576,-0.237,0.305,1.003,80,2
6577,-0.233,0.331,0.961,80,2
6578,-0.233,0.35,0.936,80,2
6579,-0.227,0.374,0.889,80,2
6580,-0.259,0.406,0.821,80,2
6581,-0.307,0.424,0.767,80,2
6582,-0.306,0.422,0.76,80,2
6583,-0.304,0.371,0.828,80,2
6584,-0.293,0.279,0.935,80,2
6585,-0.257,0.21,0.986,80,2
6586,-0.258,0.228,0.979,80,2
6587,-0.277,0.257,0.954,80,2
6588,-0.277,0.245,0.955,80,2
6589,-0.288,0.255,0.959,80,2
6590,-0.31,0.301,0.904,80,2
6591,-0.331,0.357,0.824,80,2
6592,-0.332,0.368,0.812,80,2
6593,-0.306,0.33,0.877,80,2
6594,-0.289,0.315,0.918,80,2
6595,-0.303,0.319,0.906,81,2
6596,-0.308,0.327,0.886,81,2
6597,-0.314,0.336,0.863,81,2
6598,-0.342,0.33,0.84,81,2
6599,-0.365,0.31,0.836,81,2
6600,-0.364,0.28,0.858,81,2
6601,-0.336,0.26,0.898,81,2
6602,-0.316,0.24,0.942,81,2
6603,-0.313,0.22,0.96,81,2
6604,-0.322,0.233,0.939,81,2
6605,-0.313,0.265,0.904,81,2
6606,-0.305,0.283,0.898,81,2
6607,-0.305,0.287,0.912,81,2
6608,-0.307,0.292,0.905,81,2
6609,-0.298,0.301,0.893,81,2
6610,-0.283,0.302,0.892,81,2
6611,-0.277,0.31,0.891,81,2
6612,-0.283,0.315,0.887,81,2
6613,-0.291,0.319,0.877,81,2
6614,-0.299,0.326,0.85,81,2
6615,-0.312,0.322,0.827,81,2
6616,-0.308,0.291,0.866,81,2
6617,-0.288,0.233,0.949,81,2
6618,-0.286,0.194,0.974,81,2
6619,-0.291,0.197,0.962,81,2
6620,-0.283,0.211,0.955,81,2
6621,-0.278,0.216,0.937,81,2
6622,-0.272,0.225,0.933,81,2
6623,-0.271,0.239,0.932,81,2
6624,-0.275,0.248,0.941,81,2
6625,-0.273,0.256,0.946,82,2
6626,-0.264,0.257,0.931,82,2
6627,-0.25,0.251,0.929,82,2
6628,-0.242,0.25,0.946,82,2
6629,-0.247,0.272,0.938,82,2
6630,-0.263,0.307,0.891,82,2
6631,-0.292,0.319,0.846,82,2
6632,-0.315,0.306,0.846,82,2
6633,-0.319,0.282,0.869,82,2
6634,-0.322,0.261,0.876,82,2
6635,-0.318,0.25,0.893,82,2
6636,-0.303,0.243,0.916,82,2
6637,-0.302,0.23,0.919,82,2
6638,-0.303,0.224,0.928,82,2
6639,-0.299,0.211,0.974,82,2
6640,-0.288,0.207,0.984,82,2
6641,-0.292,0.246,0.945,82,2
6642,-0.317,0.27,0.938,82,2
6643,-0.308,0.29,0.933,82,2
6644,-0.28,0.343,0.885,82,2
6645,-0.283,0.387,0.826,82,2
6646,-0.301,0.412,0.782,82,2
6647,-0.322,0.419,0.758,82,2
6648,-0.329,0.404,0.755,82,2
6649,-0.324,0.381,0.756,82,2
6650,-0.317,0.345,0.788,82,2
6651,-0.269,0.272,0.933,82,2
6652,-0.237,0.176,1.117,82,2
6653,-0.247,0.144,1.125,82,2
6654,-0.256,0.185,1.01,82,2
6655,-0.258,0.221,0.921,83,2
6656,-0.267,0.231,0.886,83,2
6657,-0.27,0.238,0.906,83,2
6658,-0.268,0.262,0.917,83,2
6659,-0.278,0.304,0.876,83,2
6660,-0.291,0.335,0.819,83,2
6661,-0.289,0.336,0.797,83,2
6662,-0.266,0.312,0.825,83,2
6663,-0.241,0.27,0.911,83,2
6664,-0.215,0.239,1.012,83,2
6665,-0.206,0.233,1.027,84,2
6666,-0.216,0.238,0.971,84,2
6667,-0.226,0.24,0.929,84,2
6668,-0.236,0.228,0.912,84,2
6669,-0.246,0.207,0.925,84,2
6670,-0.258,0.188,0.95,84,2
6671,-0.263,0.177,0.96,84,2
6672,-0.262,0.172,0.965,84,2
6673,-0.26,0.164,0.959,84,2
6674,-0.255,0.166,0.947,84,2
6675,-0.245,0.188,0.943,84,2
6676,-0.246,0.209,0.946,84,2
6677,-0.254,0.214,0.955,84,2
6678,-0.248,0.204,0.969,84,2
6679,-0.234,0.198,0.982,84,2
6680,-0.223,0.199,0.995,84,2
6681,-0.224,0.203,0.995,84,2
6682,-0.227,0.241,0.945,84,2
6683,-0.235,0.284,0.867,84,2
6684,-0.261,0.3,0.831,84,2
6685,-0.292,0.291,0.842,85,2
6686,-0.322,0.266,0.861,85,2
6687,-0.344,0.251,0.874,85,2
6688,-0.348,0.243,0.879,85,2
6689,-0.341,0.236,0.881,85,2
6690,-0.322,0.215,0.898,85,2
6691,-0.302,0.188,0.915,85,2
6692,-0.3,0.19,0.92,85,2
6693,-0.299,0.216,0.929,85,2
6694,-0.285,0.224,0.935,85,2
6695,-0.273,0.225,0.923,85,2
6696,-0.276,0.217,0.929,85,2
6697,-0.276,0.194,0.959,85,2
6698,-0.267,0.187,0.974,85,2
6699,-0.261,0.177,1.013,85,2
6700,-0.241,0.164,1.032,85,2
6701,-0.214,0.187,0.976,85,2
6702,-0.227,0.243,0.892,85,2
6703,-0.252,0.273,0.848,85,2
6704,-0.28,0.273,0.871,85,2
6705,-0.295,0.263,0.895,86,2
6706,-0.313,0.26,0.89,86,2
6707,-0.327,0.266,0.898,86,2
6708,-0.302,0.255,0.909,86,2
6709,-0.306,0.236,0.929,86,2
6710,-0.308,0.223,0.947,86,2
6711,-0.309,0.227,0.947,86,2
6712,-0.31,0.266,0.932,86,2
6713,-0.295,0.311,0.905,86,2
6714,-0.289,0.325,0.879,86,2
6715,-0.284,0.333,0.868,87,2
6716,-0.281,0.35,0.863,87,2
6717,-0.287,0.351,0.87,87,2
6718,-0.273,0.34,0.905,87,2
6719,-0.262,0.347,0.901,87,2
6720,-0.286,0.375,0.855,87,2
6721,-0.298,0.379,0.839,87,2
6722,-0.302,0.36,0.857,87,2
6723,-0.314,0.338,0.871,87,2
6724,-0.323,0.322,0.881,87,2
6725,-0.318,0.305,0.894,87,2
6726,-0.331,0.284,0.893,87,2
6727,-0.349,0.265,0.908,87,2
6728,-0.328,0.243,0.949,87,2
6729,-0.302,0.246,0.955,87,2
6730,-0.296,0.295,0.9,87,2
6731,-0.287,0.337,0.86,87,2
6732,-0.289,0.326,0.882,87,2
6733,-0.283,0.314,0.893,87,2
6734,-0.263,0.334,0.871,87,2
6735,-0.254,0.331,0.893,87,2
6736,-0.24,0.319,0.925,87,2
6737,-0.241,0.323,0.91,87,2
6738,-0.245,0.328,0.899,87,2
6739,-0.249,0.322,0.903,87,2
6740,-0.258,0.306,0.909,87,2
6741,-0.26,0.291,0.924,87,2
6742,-0.265,0.286,0.927,87,2
6743,-0.273,0.297,0.899,87,2
6744,-0.267,0.292,0.878,87,2
6745,-0.25,0.272,0.907,88,2
6746,-0.237,0.25,0.951,88,2
6747,-0.23,0.243,0.973,88,2
6748,-0.235,0.262,0.976,88,2
6749,-0.239,0.289,0.972,88,2
