Index,Acceleration_X,Acceleration_Y,Acceleration_Z,BPM,Activity
736,-0.34,0.899,0.357,65,0
737,-0.306,0.955,0.369,65,0
738,-0.276,1.054,0.346,65,0
739,-0.287,1.176,0.317,65,0
740,-0.329,1.197,0.319,65,0
741,-0.345,1.116,0.315,65,0
742,-0.34,1.043,0.268,65,0
743,-0.357,1.027,0.205,65,0
744,-0.381,1.03,0.161,65,0
745,-0.367,1.013,0.133,65,0
746,-0.327,0.983,0.119,65,0
747,-0.305,0.95,0.108,65,0
748,-0.307,0.906,0.096,65,0
749,-0.318,0.854,0.096,65,0
750,-0.335,0.806,0.115,65,0
751,-0.354,0.771,0.141,65,0
752,-0.357,0.777,0.166,65,0
753,-0.329,0.816,0.191,65,0
754,-0.276,0.888,0.192,65,0
755,-0.234,1.043,0.159,65,0
756,-0.236,1.188,0.13,65,0
757,-0.252,1.184,0.165,65,0
758,-0.218,1.08,0.215,65,0
759,-0.167,1.01,0.202,65,0
760,-0.177,0.998,0.174,66,0
761,-0.246,0.991,0.202,66,0
762,-0.336,0.962,0.284,66,0
763,-0.408,0.913,0.319,66,0
764,-0.467,0.862,0.29,66,0
765,-0.494,0.828,0.258,66,0
766,-0.469,0.815,0.237,66,0
767,-0.429,0.801,0.237,66,0
768,-0.402,0.783,0.248,66,0
769,-0.385,0.802,0.254,66,0
770,-0.372,0.884,0.25,68,0
771,-0.376,1.061,0.232,68,0
772,-0.405,1.231,0.21,68,0
773,-0.423,1.221,0.193,68,0
774,-0.413,1.085,0.174,68,0
775,-0.406,0.988,0.148,68,0
776,-0.409,0.957,0.14,68,0
777,-0.404,0.928,0.149,68,0
778,-0.396,0.884,0.158,68,0
779,-0.411,0.841,0.16,68,0
780,-0.439,0.809,0.158,69,0
781,-0.457,0.784,0.164,69,0
782,-0.463,0.749,0.175,69,0
783,-0.46,0.721,0.185,69,0
784,-0.451,0.729,0.188,69,0
785,-0.434,0.789,0.166,69,0
786,-0.414,0.915,0.135,69,0
787,-0.401,1.098,0.119,69,0
788,-0.393,1.205,0.143,69,0
789,-0.385,1.148,0.2,69,0
790,-0.344,1.059,0.23,71,0
791,-0.27,1.007,0.225,71,0
792,-0.224,0.947,0.211,71,0
793,-0.226,0.869,0.21,71,0
794,-0.227,0.801,0.186,71,0
795,-0.255,0.759,0.138,71,0
796,-0.378,0.755,0.177,71,0
797,-0.468,0.767,0.272,71,0
798,-0.5,0.759,0.343,71,0
799,-0.55,0.73,0.364,71,0
800,-0.595,0.714,0.335,73,0
801,-0.636,0.735,0.33,73,0
802,-0.668,0.776,0.345,73,0
803,-0.701,0.844,0.321,73,0
804,-0.783,0.949,0.278,73,0
805,-0.804,1.01,0.274,73,0
806,-0.687,0.98,0.261,73,0
807,-0.636,0.935,0.21,73,0
808,-0.646,0.923,0.226,73,0
809,-0.562,0.916,0.329,73,0
810,-0.462,0.897,0.426,74,0
811,-0.379,0.866,0.48,74,0
812,-0.274,0.828,0.553,74,0
813,-0.208,0.801,0.658,74,0
814,-0.19,0.773,0.698,74,0
815,-0.164,0.721,0.704,74,0
816,-0.12,0.661,0.75,74,0
817,-0.047,0.588,0.767,74,0
818,0.019,0.499,0.755,74,0
819,0.044,0.428,0.755,74,0
820,0.071,0.391,0.782,76,0
821,0.07,0.395,0.838,76,0
822,0.066,0.431,0.886,76,0
823,0.103,0.456,0.875,76,0
824,0.144,0.453,0.847,76,0
825,0.175,0.443,0.837,76,0
826,0.218,0.432,0.808,76,0
827,0.298,0.435,0.766,76,0
828,0.279,0.457,0.664,76,0
829,0.095,0.462,0.506,76,0
830,-0.197,0.41,0.398,77,0
831,-0.543,0.323,0.34,77,0
832,-0.833,0.239,0.303,77,0
833,-0.998,0.161,0.333,77,0
834,-1.065,0.085,0.369,77,0
835,-1.089,0.036,0.354,77,0
836,-1.039,0.02,0.349,77,0
837,-0.94,0.015,0.339,77,0
838,-0.889,0.037,0.248,77,0
839,-0.997,0.109,0.128,77,0
840,-1.11,0.193,0.11,79,0
841,-1.029,0.227,0.183,79,0
842,-0.912,0.193,0.229,79,0
843,-0.947,0.141,0.229,79,0
844,-0.936,0.141,0.313,79,0
845,-0.723,0.208,0.515,79,0
846,-0.513,0.291,0.7,79,0
847,-0.483,0.337,0.775,79,0
848,-0.574,0.339,0.764,79,0
849,-0.621,0.317,0.747,79,0
850,-0.604,0.3,0.746,80,0
851,-0.626,0.294,0.729,80,0
852,-0.719,0.322,0.716,80,0
853,-0.769,0.402,0.724,80,0
854,-0.724,0.496,0.707,80,0
855,-0.68,0.565,0.667,80,0
856,-0.694,0.618,0.637,80,0
857,-0.694,0.643,0.6,80,0
858,-0.61,0.631,0.533,80,0
859,-0.495,0.592,0.454,80,0
860,-0.42,0.539,0.385,81,0
861,-0.375,0.496,0.312,81,0
862,-0.34,0.487,0.267,81,0
863,-0.312,0.525,0.266,81,0
864,-0.291,0.607,0.258,81,0
865,-0.307,0.742,0.241,81,0
866,-0.36,0.936,0.254,81,0
867,-0.417,1.127,0.29,81,0
868,-0.44,1.214,0.327,81,0
869,-0.418,1.184,0.35,81,0
870,-0.364,1.133,0.372,82,0
871,-0.325,1.112,0.389,82,0
872,-0.349,1.136,0.377,82,0
873,-0.407,1.187,0.346,82,0
874,-0.463,1.179,0.317,82,0
875,-0.484,1.127,0.285,82,0
876,-0.508,1.106,0.257,82,0
877,-0.598,1.132,0.247,82,0
878,-0.656,1.163,0.253,82,0
879,-0.66,1.118,0.256,82,0
880,-0.696,1.01,0.296,82,0
881,-0.743,0.851,0.332,82,0
882,-0.83,0.593,0.352,82,0
883,-0.873,0.219,0.43,82,0
884,-0.912,-0.04,0.438,82,0
885,-0.96,0.055,0.469,82,0
886,-0.922,0.281,0.568,82,0
887,-0.995,0.377,0.546,82,0
888,-1.083,0.305,0.354,82,0
889,-0.956,0.024,0.093,82,0
890,-0.797,-0.345,-0.067,83,0
891,-0.69,-0.619,-0.107,83,0
892,-0.517,-0.731,-0.057,83,0
893,-0.359,-0.781,0.108,83,0
894,-0.283,-0.831,0.26,83,0
895,-0.208,-0.781,0.307,83,0
896,-0.095,-0.639,0.351,83,0
897,-0.028,-0.46,0.481,83,0
898,-0.1,-0.24,0.663,83,0
899,-0.141,-0.09,0.719,83,0
900,-0.058,-0.153,0.506,83,0
901,0.001,-0.371,0.114,83,0
902,-0.008,-0.629,-0.19,83,0
903,-0.092,-0.742,-0.174,83,0
904,-0.186,-0.564,0.098,83,0
905,-0.285,-0.078,0.369,83,0
906,-0.491,0.473,0.462,83,0
907,-0.688,0.826,0.399,83,0
908,-0.673,0.953,0.5,83,0
909,-0.548,0.96,0.745,83,0
910,-0.485,1.047,0.882,84,0
911,-0.614,1.227,0.882,84,0
912,-0.884,1.347,0.83,84,0
913,-0.884,1.312,0.811,84,0
914,-0.682,1.146,0.787,84,0
915,-0.588,0.938,0.674,84,0
916,-0.506,0.819,0.484,84,0
917,-0.413,0.811,0.347,84,0
918,-0.358,0.876,0.295,84,0
919,-0.309,0.946,0.288,84,0
920,-0.262,0.934,0.326,84,0
921,-0.235,0.918,0.348,84,0
922,-0.183,1.016,0.279,84,0
923,-0.133,1.164,0.219,84,0
924,-0.129,1.202,0.262,84,0
925,-0.12,1.134,0.293,84,0
926,-0.102,1.057,0.264,84,0
927,-0.131,0.984,0.238,84,0
928,-0.201,0.901,0.241,84,0
929,-0.28,0.84,0.275,84,0
930,-0.36,0.804,0.34,82,0
931,-0.267,0.769,0.397,82,0
932,-0.069,0.745,0.406,82,0
933,-0.06,0.743,0.399,82,0
934,-0.113,0.749,0.444,82,0
935,-0.092,0.768,0.523,82,0
936,-0.067,0.802,0.541,82,0
937,-0.077,0.837,0.526,82,0
938,-0.155,0.906,0.545,82,0
939,-0.197,1.053,0.542,82,0
940,-0.15,1.138,0.485,83,0
941,-0.117,1.043,0.458,83,0
942,-0.041,0.957,0.47,83,0
943,0.073,0.941,0.481,83,0
944,0.1,0.893,0.489,83,0
945,0.04,0.838,0.487,83,0
946,-0.061,0.798,0.451,83,0
947,-0.191,0.755,0.392,83,0
948,-0.295,0.72,0.369,83,0
949,-0.384,0.703,0.366,83,0
950,-0.62,0.75,0.354,83,0
951,-0.995,0.852,0.294,83,0
952,-1.32,0.885,0.143,83,0
953,-1.56,0.75,-0.063,83,0
954,-1.594,0.468,-0.2,83,0
955,-1.401,0.133,-0.317,83,0
956,-1.133,-0.12,-0.438,83,0
957,-0.841,-0.238,-0.456,83,0
958,-0.66,-0.273,-0.42,83,0
959,-0.498,-0.272,-0.342,83,0
960,-0.314,-0.286,-0.238,84,0
961,-0.183,-0.305,-0.058,84,0
962,-0.126,-0.336,0.2,84,0
963,-0.268,-0.462,0.297,84,0
964,-0.35,-0.625,0.327,84,0
965,-0.318,-0.711,0.413,84,0
966,-0.285,-0.754,0.474,84,0
967,-0.267,-0.835,0.437,84,0
968,-0.338,-0.947,0.397,84,0
969,-0.411,-0.985,0.427,84,0
970,-0.404,-0.903,0.473,84,0
971,-0.217,-0.786,0.605,84,0
972,-0.078,-0.728,0.714,84,0
973,-0.068,-0.707,0.732,84,0
974,0.01,-0.678,0.704,84,0
975,-0.031,-0.643,0.625,84,0
976,-0.249,-0.606,0.599,84,0
977,-0.362,-0.612,0.589,84,0
978,-0.228,-0.688,0.515,84,0
979,0.002,-0.75,0.46,84,0
980,0.171,-0.762,0.45,84,0
981,0.129,-0.742,0.467,84,0
982,0.067,-0.705,0.488,84,0
983,0.146,-0.682,0.52,84,0
984,0.166,-0.691,0.632,84,0
985,0.171,-0.67,0.865,84,0
986,0.105,-0.603,1.053,84,0
987,0.042,-0.51,1.174,84,0
988,0.075,-0.417,1.18,84,0
989,0.017,-0.337,1.108,84,0
990,-0.058,-0.215,1.06,85,0
991,0.042,-0.161,0.999,85,0
992,0.225,-0.165,0.961,85,0
993,0.359,-0.167,0.912,85,0
994,0.425,-0.218,0.888,85,0
995,0.42,-0.312,0.932,85,0
996,0.434,-0.421,0.955,85,0
997,0.479,-0.501,0.973,85,0
998,0.521,-0.611,0.982,85,0
999,0.629,-0.777,0.855,85,0
1000,0.631,-0.854,0.706,85,0
1001,0.45,-0.814,0.633,85,0
1002,0.479,-0.68,0.644,85,0
1003,0.536,-0.438,0.528,85,0
1004,0.221,-0.413,0.318,85,0
1005,-0.009,-0.683,0.239,85,0
1006,0.106,-0.915,0.086,85,0
1007,0.689,-0.902,-0.218,85,0
1008,1.216,-0.598,-0.21,85,0
1009,1.02,-0.209,0.418,85,0
1010,0.814,-0.093,0.809,85,0
1011,0.913,-0.208,0.525,85,0
1012,0.873,-0.281,0.132,85,0
1013,0.506,-0.186,-0.104,85,0
1014,-0.087,-0.004,0.149,85,0
1015,-0.25,-0.017,0.565,85,0
1016,0.012,-0.27,0.627,85,0
1017,0.231,-0.43,0.697,85,0
1018,0.481,-0.427,0.638,85,0
1019,0.622,-0.251,0.472,85,0
1020,0.568,0.117,0.483,86,0
1021,0.26,0.502,0.63,86,0
1022,-0.25,0.728,0.918,86,0
1023,-0.553,0.71,1.323,86,0
1024,-0.522,0.626,1.513,86,0
1025,-0.53,0.609,1.419,86,0
1026,-0.468,0.586,1.479,86,0
1027,-0.323,0.497,1.496,86,0
1028,-0.284,0.437,1.249,86,0
1029,-0.098,0.445,1.087,86,0
1030,0.148,0.473,1.195,86,0
1031,0.357,0.473,1.323,86,0
1032,0.426,0.385,1.215,86,0
1033,0.2,0.227,0.972,86,0
1034,0.021,0.108,0.654,86,0
1035,-0.216,-0.001,0.249,86,0
1036,-0.649,-0.059,0.037,86,0
1037,-0.904,0.025,-0.109,86,0
1038,-1.121,0.204,-0.384,86,0
1039,-1.137,0.173,-0.489,86,0
1040,-0.789,-0.243,-0.365,86,0
1041,-0.444,-0.698,-0.19,86,0
1042,-0.293,-0.898,0.024,86,0
1043,-0.369,-0.864,0.2,86,0
1044,-0.586,-0.684,0.267,86,0
1045,-0.858,-0.473,0.333,86,0
1046,-1.032,-0.368,0.289,86,0
1047,-1.019,-0.37,0.132,86,0
1048,-0.897,-0.416,0.031,86,0
1049,-0.827,-0.405,-0.032,86,0
1050,-0.922,-0.222,-0.035,86,0
1051,-1.045,0.079,0.088,86,0
1052,-1.162,0.231,0.103,86,0
1053,-1.221,0.259,0.089,86,0
1054,-1.046,0.312,0.292,86,0
1055,-0.892,0.576,0.413,86,0
1056,-0.797,0.479,0.528,86,0
1057,-0.479,0.276,0.702,86,0
1058,-0.104,0.463,0.83,86,0
1059,0.06,0.568,0.886,86,0
1060,0.227,0.688,0.925,86,0
1061,0.266,0.806,1.026,86,0
1062,0.225,0.749,1.094,86,0
1063,0.186,0.387,1.093,86,0
1064,0.173,-0.077,1.002,86,0
1065,0.265,-0.605,0.888,86,0
1066,0.322,-0.931,0.798,86,0
1067,0.354,-0.867,0.837,86,0
1068,0.231,-0.669,0.99,86,0
1069,0.131,-0.357,1.1,86,0
1070,0.211,-0.063,1.079,86,0
1071,0.369,0.018,0.955,86,0
1072,0.486,-0.013,0.821,86,0
1073,0.525,-0.039,0.732,86,0
1074,0.483,0.012,0.751,86,0
1075,0.409,0.124,0.729,86,0
1076,0.312,0.213,0.634,86,0
1077,0.252,0.226,0.658,86,0
1078,0.223,0.254,0.812,86,0
1079,0.178,0.297,0.994,86,0
1080,0.066,0.274,1.015,86,0
1081,-0.29,0.209,0.767,86,0
1082,-0.772,0.135,0.53,86,0
1083,-1.049,0.143,0.492,86,0
1084,-1.136,0.21,0.599,86,0
1085,-1.111,0.257,0.785,86,0
1086,-1.01,0.229,0.876,86,0
1087,-0.951,0.076,0.796,86,0
1088,-0.864,-0.179,0.601,86,0
1089,-0.732,-0.399,0.38,86,0
1090,-0.607,-0.439,0.308,86,0
1091,-0.575,-0.28,0.357,86,0
1092,-0.596,-0.033,0.633,86,0
1093,-0.613,0.06,0.85,86,0
1094,-0.523,-0.006,0.784,86,0
1095,-0.441,-0.154,0.802,86,0
1096,-0.611,-0.295,0.863,86,0
1097,-0.823,-0.287,0.96,86,0
1098,-0.924,-0.254,0.968,86,0
1099,-0.845,-0.24,0.701,86,0
1100,-0.735,-0.21,0.463,86,0
1101,-0.566,-0.233,0.521,86,0
1102,-0.295,-0.248,0.778,86,0
1103,-0.168,-0.228,1.014,86,0
1104,-0.232,-0.224,0.915,86,0
1105,-0.476,-0.173,0.854,86,0
1106,-0.813,-0.122,0.949,86,0
1107,-1.096,-0.152,0.835,86,0
1108,-1.15,-0.222,0.634,86,0
1109,-1.065,-0.313,0.418,86,0
1110,-1.01,-0.402,0.271,85,0
1111,-0.91,-0.473,0.27,85,0
1112,-0.762,-0.516,0.383,85,0
1113,-0.671,-0.544,0.611,85,0
1114,-0.595,-0.586,0.833,85,0
1115,-0.558,-0.727,0.885,85,0
1116,-0.626,-0.854,0.793,85,0
1117,-0.64,-0.801,0.677,85,0
1118,-0.472,-0.627,0.663,85,0
1119,-0.171,-0.366,0.833,85,0
1120,0.072,-0.079,1.076,83,0
1121,-0.1,0.201,1.026,83,0
1122,-0.707,0.395,0.596,83,0
1123,-1.245,0.379,0.192,83,0
1124,-1.567,0.18,0.127,83,0
1125,-1.568,-0.04,0.294,83,0
1126,-0.902,-0.143,0.454,83,0
1127,-0.105,-0.318,0.425,83,0
1128,0.181,-0.728,0.221,83,0
1129,-0.099,-1.109,-0.062,83,0
1130,-0.49,-1.189,-0.125,82,0
1131,-0.468,-1.052,0.155,82,0
1132,-0.155,-0.879,0.499,82,0
1133,-0.177,-0.782,0.667,82,0
1134,-0.506,-0.622,0.804,82,0
1135,-0.664,-0.329,1.011,82,0
1136,-0.808,-0.187,0.981,82,0
1137,-0.891,-0.255,0.763,82,0
1138,-0.858,-0.445,0.539,82,0
1139,-0.798,-0.666,0.252,82,0
1140,-0.699,-0.817,-0.063,80,0
1141,-0.61,-0.792,-0.268,80,0
1142,-0.668,-0.577,-0.27,80,0
1143,-0.969,-0.315,-0.143,80,0
1144,-1.382,-0.162,-0.085,80,0
1145,-1.513,-0.079,-0.257,80,0
1146,-1.319,0.042,-0.51,80,0
1147,-1.156,0.189,-0.659,80,0
1148,-1.022,0.251,-0.677,80,0
1149,-0.884,0.176,-0.528,80,0
1150,-0.841,0.044,-0.303,78,0
1151,-0.871,-0.106,-0.122,78,0
1152,-0.931,-0.251,-0.032,78,0
1153,-0.991,-0.342,0.015,78,0
1154,-1.023,-0.398,0.078,78,0
1155,-0.998,-0.453,0.128,78,0
1156,-0.971,-0.488,0.142,78,0
1157,-0.985,-0.489,0.13,78,0
1158,-1.003,-0.47,0.089,78,0
1159,-0.992,-0.43,0.046,78,0
1160,-0.991,-0.381,0.01,77,0
1161,-1.077,-0.319,-0.048,77,0
1162,-1.278,-0.092,-0.106,77,0
1163,-1.385,0.296,-0.16,77,0
1164,-1.277,0.529,-0.148,77,0
1165,-1.108,0.508,-0.049,77,0
1166,-1,0.385,0.004,77,0
1167,-0.974,0.263,0.008,77,0
1168,-0.964,0.186,0.025,77,0
1169,-0.944,0.124,0.051,77,0
1170,-0.942,0.048,0.061,75,0
1171,-0.946,-0.019,0.055,75,0
1172,-0.949,-0.052,0.04,75,0
1173,-0.954,-0.061,0.028,75,0
1174,-0.961,-0.055,0.043,75,0
1175,-0.939,0,0.071,75,0
1176,-0.899,0.118,0.112,75,0
1177,-0.904,0.269,0.198,75,0
1178,-0.911,0.407,0.269,75,0
1179,-0.989,0.512,0.264,75,0
1180,-1.093,0.583,0.212,74,0
1181,-1.143,0.601,0.115,74,0
1182,-1.162,0.556,0.012,74,0
1183,-1.089,0.443,-0.027,74,0
1184,-0.997,0.307,-0.032,74,0
1185,-0.913,0.192,-0.034,74,0
1186,-0.84,0.104,-0.04,74,0
1187,-0.763,0.033,-0.041,74,0
1188,-0.725,-0.043,-0.043,74,0
1189,-0.743,-0.101,-0.063,74,0
1190,-0.759,-0.091,-0.144,73,0
1191,-0.801,-0.036,-0.214,73,0
1192,-0.825,0.015,-0.177,73,0
1193,-0.774,0.03,-0.101,73,0
1194,-0.785,0.07,-0.163,73,0
1195,-0.89,0.114,-0.374,73,0
1196,-1.027,0.109,-0.537,73,0
1197,-1.135,0.223,-0.559,73,0
1198,-1.05,0.425,-0.358,73,0
1199,-0.715,0.518,0.013,73,0
1200,-0.542,0.54,0.296,72,0
1201,-0.788,0.557,0.387,72,0
1202,-0.846,0.544,0.404,72,0
1203,-0.742,0.521,0.476,72,0
1204,-0.77,0.505,0.54,72,0
1205,-0.808,0.55,0.527,72,0
1206,-0.821,0.639,0.487,72,0
1207,-0.746,0.682,0.402,72,0
1208,-0.657,0.701,0.371,72,0
1209,-0.579,0.727,0.361,72,0
1210,-0.612,0.768,0.273,71,0
1211,-0.679,0.828,0.166,71,0
1212,-0.727,0.893,0.088,71,0
1213,-0.81,0.89,-0.004,71,0
1214,-0.788,0.782,-0.131,71,0
1215,-0.651,0.653,-0.15,71,0
1216,-0.532,0.621,-0.074,71,0
1217,-0.531,0.763,-0.027,71,0
1218,-0.509,1.04,-0.016,71,0
1219,-0.414,1.237,0,71,0
1220,-0.413,1.22,0.062,70,0
1221,-0.445,1.05,0.048,70,0
1222,-0.433,0.814,-0.122,70,0
1223,-0.497,0.598,-0.282,70,0
1224,-0.617,0.408,-0.327,70,0
1225,-0.795,0.214,-0.202,70,0
1226,-1.008,0.139,0.063,70,0
1227,-1.158,0.379,0.204,70,0
1228,-1.236,0.956,0.138,70,0
1229,-1.204,1.376,0.009,70,0
1230,-1.023,1.299,-0.006,70,0
1231,-0.794,1.031,0.07,70,0
1232,-0.817,0.854,0.05,70,0
1233,-0.966,0.811,0.016,70,0
1234,-1.021,0.814,0.079,70,0
1235,-0.986,0.831,0.218,70,0
1236,-0.835,0.84,0.321,70,0
1237,-0.629,0.833,0.366,70,0
1238,-0.409,0.811,0.435,70,0
1239,-0.252,0.742,0.484,70,0
1240,-0.143,0.66,0.534,69,0
1241,-0.066,0.59,0.624,69,0
1242,-0.023,0.529,0.712,69,0
1243,0.027,0.488,0.791,69,0
1244,0.086,0.459,0.875,69,0
1245,0.121,0.445,0.95,69,0
1246,0.111,0.452,1.005,69,0
1247,0.095,0.451,1.013,69,0
1248,0.093,0.414,0.969,69,0
1249,0.094,0.344,0.912,69,0
1250,0.121,0.266,0.859,69,0
1251,0.164,0.197,0.824,69,0
1252,0.199,0.15,0.811,69,0
1253,0.219,0.132,0.814,69,0
1254,0.212,0.148,0.842,69,0
1255,0.208,0.178,0.876,69,0
1256,0.23,0.202,0.898,69,0
1257,0.261,0.208,0.902,69,0
1258,0.293,0.196,0.888,69,0
1259,0.31,0.175,0.883,69,0
1260,0.293,0.161,0.907,69,0
1261,0.254,0.169,0.955,69,0
1262,0.196,0.189,1.03,69,0
1263,0.134,0.199,1.084,69,0
1264,0.086,0.165,1.05,69,0
1265,0.041,0.093,0.992,69,0
1266,0.004,0.034,0.968,69,0
1267,-0.038,0.018,0.963,69,0
1268,-0.077,0.036,0.963,69,0
1269,-0.082,0.063,0.938,69,0
1270,-0.056,0.073,0.883,69,0
1271,-0.011,0.06,0.842,69,0
1272,0.023,0.043,0.853,69,0
1273,0.035,0.045,0.91,69,0
1274,0.035,0.072,0.976,69,0
1275,0.026,0.102,1.034,69,0
1276,0.014,0.119,1.063,69,0
1277,0.001,0.134,1.044,69,0
1278,-0.018,0.166,1,69,0
1279,-0.077,0.208,0.934,69,0
1280,-0.175,0.287,0.896,69,0
1281,-0.28,0.414,0.948,69,0
1282,-0.368,0.485,0.978,69,0
1283,-0.434,0.45,0.918,69,0
1284,-0.466,0.37,0.865,69,0
1285,-0.452,0.304,0.844,69,0
1286,-0.441,0.266,0.832,69,0
1287,-0.442,0.228,0.821,69,0
1288,-0.429,0.184,0.807,69,0
1289,-0.429,0.144,0.803,69,0
1290,-0.447,0.102,0.83,69,0
1291,-0.47,0.069,0.869,69,0
1292,-0.488,0.056,0.885,69,0
1293,-0.506,0.053,0.88,69,0
1294,-0.544,0.07,0.875,69,0
1295,-0.611,0.109,0.856,69,0
1296,-0.607,0.149,0.839,69,0
1297,-0.584,0.196,0.83,69,0
1298,-0.604,0.273,0.802,69,0
1299,-0.538,0.349,0.779,69,0
1300,-0.463,0.397,0.745,69,0
1301,-0.453,0.45,0.657,69,0
1302,-0.465,0.524,0.542,69,0
1303,-0.484,0.611,0.426,69,0
1304,-0.508,0.687,0.333,69,0
1305,-0.549,0.727,0.265,69,0
1306,-0.557,0.742,0.226,69,0
1307,-0.506,0.772,0.238,69,0
1308,-0.449,0.829,0.264,69,0
1309,-0.433,0.918,0.29,69,0
1310,-0.433,1.008,0.294,69,0
1311,-0.418,1.088,0.265,69,0
1312,-0.406,1.192,0.234,69,0
1313,-0.399,1.263,0.208,69,0
1314,-0.374,1.187,0.198,69,0
1315,-0.336,1.047,0.213,69,0
1316,-0.294,0.977,0.185,69,0
1317,-0.27,0.955,0.111,69,0
1318,-0.284,0.929,0.078,69,0
1319,-0.313,0.878,0.074,69,0
1320,-0.333,0.837,0.101,69,0
1321,-0.321,0.804,0.148,69,0
1322,-0.309,0.774,0.184,69,0
1323,-0.319,0.759,0.223,69,0
1324,-0.343,0.739,0.256,69,0
1325,-0.394,0.728,0.268,69,0
1326,-0.472,0.76,0.248,69,0
1327,-0.587,0.855,0.204,69,0
1328,-0.692,1.013,0.16,69,0
1329,-0.739,1.141,0.128,69,0
1330,-0.728,1.146,0.109,69,0
1331,-0.698,1.078,0.093,69,0
1332,-0.696,1.019,0.076,69,0
1333,-0.734,0.996,0.075,69,0
1334,-0.808,0.988,0.099,69,0
1335,-0.914,0.977,0.169,69,0
1336,-0.985,0.935,0.274,69,0
1337,-0.908,0.807,0.365,69,0
1338,-0.683,0.592,0.422,69,0
1339,-0.422,0.374,0.442,69,0
1340,-0.249,0.228,0.458,69,0
1341,-0.202,0.132,0.484,69,0
1342,-0.228,0.073,0.533,69,0
1343,-0.248,0.06,0.589,69,0
1344,-0.249,0.059,0.641,69,0
1345,-0.308,0.092,0.764,69,0
1346,-0.361,0.156,0.913,69,0
1347,-0.344,0.17,0.974,69,0
1348,-0.331,0.111,0.997,69,0
1349,-0.285,0.03,1.034,69,0
1350,-0.194,-0.014,1.037,69,0
1351,-0.129,-0.029,1.009,69,0
1352,-0.091,-0.035,0.976,69,0
1353,-0.067,-0.026,0.94,69,0
1354,-0.047,-0.006,0.919,69,0
1355,-0.015,0.018,0.914,69,0
1356,0.033,0.031,0.907,69,0
1357,0.088,0.034,0.907,69,0
1358,0.104,0.025,0.924,69,0
1359,0.081,-0.033,0.966,69,0
1360,0.033,-0.103,1.056,69,0
1361,-0.023,-0.119,1.161,69,0
1362,-0.062,-0.113,1.2,69,0
1363,-0.085,-0.142,1.152,69,0
1364,-0.096,-0.169,1.079,69,0
1365,-0.09,-0.148,1.02,69,0
1366,-0.063,-0.108,0.968,69,0
1367,-0.015,-0.08,0.925,69,0
1368,0.046,-0.065,0.886,69,0
1369,0.108,-0.061,0.854,69,0
1370,0.154,-0.06,0.847,69,0
1371,0.186,-0.055,0.862,69,0
1372,0.198,-0.043,0.892,69,0
1373,0.2,-0.027,0.93,69,0
1374,0.21,-0.012,0.953,69,0
1375,0.226,0.015,0.971,69,0
1376,0.247,0.064,0.989,69,0
1377,0.243,0.142,1.027,69,0
1378,0.206,0.247,1.056,69,0
1379,0.169,0.329,1.033,69,0
1380,0.139,0.356,0.979,69,0
1381,0.114,0.346,0.92,69,0
1382,0.079,0.32,0.883,69,0
1383,0.028,0.298,0.865,69,0
1384,-0.026,0.269,0.841,69,0
1385,-0.083,0.196,0.814,69,0
1386,-0.128,0.096,0.813,69,0
1387,-0.165,-0.008,0.85,69,0
1388,-0.182,-0.087,0.902,69,0
1389,-0.167,-0.117,0.939,69,0
1390,-0.174,-0.119,0.974,69,0
1391,-0.199,-0.106,1.003,69,0
1392,-0.217,-0.069,1.005,69,0
1393,-0.219,-0.023,0.96,69,0
1394,-0.242,0.015,0.865,69,0
1395,-0.335,0.098,0.76,69,0
1396,-0.436,0.218,0.666,69,0
1397,-0.486,0.316,0.572,69,0
1398,-0.562,0.44,0.492,69,0
1399,-0.671,0.627,0.425,69,0
1400,-0.728,0.791,0.339,69,0
1401,-0.706,0.888,0.283,69,0
1402,-0.648,0.944,0.284,69,0
1403,-0.586,0.972,0.277,69,0
1404,-0.525,0.983,0.271,69,0
1405,-0.468,0.985,0.274,69,0
1406,-0.42,0.981,0.27,69,0
1407,-0.386,0.984,0.287,69,0
1408,-0.327,0.989,0.292,69,0
1409,-0.235,0.992,0.229,69,0
1410,-0.17,1.026,0.116,69,0
1411,-0.186,1.148,0.027,69,0
1412,-0.235,1.227,0.005,69,0
1413,-0.228,1.127,0.045,69,0
1414,-0.181,0.988,0.089,69,0
1415,-0.145,0.938,0.081,69,0
1416,-0.14,0.953,0.058,69,0
1417,-0.154,0.964,0.073,69,0
1418,-0.171,0.943,0.115,69,0
1419,-0.192,0.92,0.155,69,0
1420,-0.218,0.916,0.184,69,0
1421,-0.239,0.917,0.208,69,0
1422,-0.248,0.903,0.226,69,0
1423,-0.255,0.873,0.236,69,0
1424,-0.274,0.847,0.247,69,0
1425,-0.302,0.853,0.249,69,0
1426,-0.332,0.9,0.239,69,0
1427,-0.365,1.031,0.221,69,0
1428,-0.41,1.213,0.212,69,0
1429,-0.431,1.251,0.197,69,0
1430,-0.39,1.167,0.145,69,0
1431,-0.347,1.134,0.094,69,0
1432,-0.351,1.135,0.063,69,0
1433,-0.353,1.102,0.051,69,0
1434,-0.325,1.037,0.063,69,0
1435,-0.304,0.96,0.071,69,0
1436,-0.311,0.88,0.072,69,0
1437,-0.338,0.809,0.077,69,0
1438,-0.378,0.746,0.073,69,0
1439,-0.411,0.695,0.082,69,0
